ctt,eid,rdt,ttl,ift,ser,at,anm,acd,cod,mag,maxi,int,json,en_ttl,en_anm
20230514172548,20230514172150,2023-05-14T17:25:00+09:00,震源・震度情報,発表,1,2023-05-14T17:21:00+09:00,八丈島近海,476,+33.3+139.2-10000/,5.9,2,"[{'code': '13', 'maxi': '2', 'city': [{'code': '1336400', 'maxi': '2'}, {'code': '1338100', 'maxi': '2'}, {'code': '1338200', 'maxi': '2'}, {'code': '1340100', 'maxi': '2'}, {'code': '1340200', 'maxi': '1'}, {'code': '1336200', 'maxi': '1'}, {'code': '1336300', 'maxi': '1'}]}, {'code': '22', 'maxi': '2', 'city': [{'code': '2230500', 'maxi': '2'}, {'code': '2230600', 'maxi': '2'}, {'code': '2222200', 'maxi': '1'}, {'code': '2222500', 'maxi': '1'}, {'code': '2230200', 'maxi': '1'}, {'code': '2230400', 'maxi': '1'}, {'code': '2220300', 'maxi': '1'}, {'code': '2221000', 'maxi': '1'}, {'code': '2222600', 'maxi': '1'}, {'code': '2221600', 'maxi': '1'}]}, {'code': '12', 'maxi': '1', 'city': [{'code': '1220500', 'maxi': '1'}, {'code': '1222300', 'maxi': '1'}]}, {'code': '14', 'maxi': '1', 'city': [{'code': '1410400', 'maxi': '1'}, {'code': '1438400', 'maxi': '1'}]}, {'code': '19', 'maxi': '1', 'city': [{'code': '1942400', 'maxi': '1'}]}]",20230514172548_20230514172150_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514171619,20230514171205,2023-05-14T17:16:00+09:00,震源・震度情報,発表,1,2023-05-14T17:12:00+09:00,八丈島近海,476,+33.4+139.3-10000/,5.6,3,"[{'code': '13', 'maxi': '3', 'city': [{'code': '1336400', 'maxi': '3'}, {'code': '1336300', 'maxi': '2'}, {'code': '1336200', 'maxi': '1'}, {'code': '1338100', 'maxi': '2'}, {'code': '1338200', 'maxi': '2'}, {'code': '1340100', 'maxi': '2'}, {'code': '1340200', 'maxi': '1'}, {'code': '1336100', 'maxi': '1'}]}, {'code': '22', 'maxi': '2', 'city': [{'code': '2230400', 'maxi': '2'}, {'code': '2230500', 'maxi': '2'}, {'code': '2222200', 'maxi': '1'}, {'code': '2222500', 'maxi': '1'}, {'code': '2230100', 'maxi': '1'}, {'code': '2230200', 'maxi': '1'}, {'code': '2230600', 'maxi': '1'}, {'code': '2220300', 'maxi': '1'}, {'code': '2221000', 'maxi': '1'}]}, {'code': '12', 'maxi': '1', 'city': [{'code': '1220500', 'maxi': '1'}]}, {'code': '19', 'maxi': '1', 'city': [{'code': '1942400', 'maxi': '1'}]}]",20230514171619_20230514171205_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514171531,20230514171205,2023-05-14T17:15:00+09:00,震源に関する情報,発表,0,2023-05-14T17:12:00+09:00,八丈島近海,476,+33.4+139.3-10000/,5.6,,[],20230514171531_20230514171205_VXSE52_0.json,Earthquake Information,Adjacent Sea of Hachijojima Island
20230514171337,20230514171205,2023-05-14T17:13:00+09:00,震度速報,発表,0,2023-05-14T17:12:00+09:00,,,,,3,"[{'code': '13', 'maxi': '3', 'city': []}]",20230514171337_20230514171205_VXSE51_0.json,Seismic Intensity Information,
20230514160654,20230514160332,2023-05-14T16:06:00+09:00,震源・震度情報,発表,1,2023-05-14T16:03:00+09:00,八丈島近海,476,+33.3+139.3-10000/,4.7,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1336400', 'maxi': '1'}, {'code': '1340100', 'maxi': '1'}]}]",20230514160654_20230514160332_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Hachijojima Island
20230514123846,20230514123511,2023-05-14T12:38:00+09:00,震源・震度情報,発表,1,2023-05-14T12:35:00+09:00,トカラ列島近海,798,+30.0+130.0+0/,1.8,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230514123846_20230514123511_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514085443,20230514085218,2023-05-14T08:54:00+09:00,震源・震度情報,発表,1,2023-05-14T08:52:00+09:00,宮城県中部,222,+38.3+140.5-10000/,2.8,1,"[{'code': '04', 'maxi': '1', 'city': [{'code': '0432400', 'maxi': '1'}, {'code': '0410100', 'maxi': '1'}]}, {'code': '06', 'maxi': '1', 'city': [{'code': '0620100', 'maxi': '1'}, {'code': '0621000', 'maxi': '1'}, {'code': '0621100', 'maxi': '1'}, {'code': '0632100', 'maxi': '1'}]}]",20230514085443_20230514085218_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Central Miyagi Prefecture
20230514083550,20230514083301,2023-05-14T08:35:00+09:00,震源・震度情報,発表,1,2023-05-14T08:33:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,3.2,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230514083550_20230514083301_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514074441,20230514074157,2023-05-14T07:44:00+09:00,震源・震度情報,発表,1,2023-05-14T07:41:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.6,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230514074441_20230514074157_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514070854,20230514070536,2023-05-14T07:08:00+09:00,震源・震度情報,発表,1,2023-05-14T07:05:00+09:00,トカラ列島近海,798,+30.0+130.0-10000/,2.0,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230514070854_20230514070536_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514063357,20230514063102,2023-05-14T06:33:00+09:00,震源・震度情報,発表,1,2023-05-14T06:30:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.7,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230514063357_20230514063102_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514022205,20230514021840,2023-05-14T02:22:00+09:00,震源・震度情報,発表,1,2023-05-14T02:18:00+09:00,父島近海,911,+26.7+142.6-20000/,4.5,1,"[{'code': '13', 'maxi': '1', 'city': [{'code': '1342100', 'maxi': '1'}]}]",20230514022205_20230514021840_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of​ Chichijima Island
20230514020609,20230514020313,2023-05-14T02:06:00+09:00,震源・震度情報,発表,1,2023-05-14T02:03:00+09:00,トカラ列島近海,798,+29.9+130.0+0/,2.0,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230514020609_20230514020313_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514003954,20230514003653,2023-05-14T00:39:00+09:00,震源・震度情報,発表,1,2023-05-14T00:36:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.5,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230514003954_20230514003653_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514001415,20230514000911,2023-05-14T00:14:00+09:00,震源・震度情報,発表,1,2023-05-14T00:09:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,3.1,3,"[{'code': '46', 'maxi': '3', 'city': [{'code': '4630400', 'maxi': '3'}]}]",20230514001415_20230514000911_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230514001309,20230514000911,2023-05-14T00:13:00+09:00,震源に関する情報,発表,0,2023-05-14T00:09:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,3.1,,[],20230514001309_20230514000911_VXSE52_0.json,Earthquake Information,Adjacent Sea of Tokara Islands
20230514001118,20230514000911,2023-05-14T00:11:00+09:00,震度速報,発表,0,2023-05-14T00:09:00+09:00,,,,,3,"[{'code': '46', 'maxi': '3', 'city': []}]",20230514001118_20230514000911_VXSE51_0.json,Seismic Intensity Information,
20230513230211,20230513225939,2023-05-13T23:02:00+09:00,震源・震度情報,発表,1,2023-05-13T22:59:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,1.9,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513230211_20230513225939_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513221459,20230513221157,2023-05-13T22:14:00+09:00,震源・震度情報,発表,1,2023-05-13T22:11:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.2,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513221459_20230513221157_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513195513,20230513195117,2023-05-13T19:55:00+09:00,震源・震度情報,発表,1,2023-05-13T19:51:00+09:00,トカラ列島近海,798,+30.0+129.9-10000/,2.3,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513195513_20230513195117_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513195147,20230513194915,2023-05-13T19:51:00+09:00,震源・震度情報,発表,1,2023-05-13T19:47:00+09:00,トカラ列島近海,798,+30.0+130.0-10000/,1.9,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513195147_20230513194915_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513194836,20230513194601,2023-05-13T19:48:00+09:00,震源・震度情報,発表,1,2023-05-13T19:45:00+09:00,能登半島沖,495,+37.5+137.1-10000/,2.5,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230513194836_20230513194601_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula
20230513190421,20230513190139,2023-05-13T19:04:00+09:00,震源・震度情報,発表,1,2023-05-13T19:01:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.5,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230513190421_20230513190139_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513181016,20230513161031,2023-05-13T18:10:00+09:00,顕著な地震の震源要素更新のお知らせ,発表,0,2023-05-13T16:10:00+09:00,トカラ列島近海,798,+2955.6+13000.9-12000/,5.1,,[],20230513181016_20230513161031_VXSE61_0.json,,Adjacent Sea of Tokara Islands
20230513180147,20230513175925,2023-05-13T18:01:00+09:00,震源・震度情報,発表,1,2023-05-13T17:57:00+09:00,トカラ列島近海,798,+29.9+130.0-20000/,2.0,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513180147_20230513175925_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513175416,20230513175149,2023-05-13T17:54:00+09:00,震源・震度情報,発表,1,2023-05-13T17:51:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.3,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513175416_20230513175149_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513174223,20230513173954,2023-05-13T17:42:00+09:00,震源・震度情報,発表,1,2023-05-13T17:39:00+09:00,トカラ列島近海,798,+29.9+130.1+0/,2.3,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513174223_20230513173954_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513173448,20230513173200,2023-05-13T17:34:00+09:00,震源・震度情報,発表,1,2023-05-13T17:31:00+09:00,トカラ列島近海,798,+29.9+130.1-10000/,2.1,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513173448_20230513173200_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513173128,20230513172816,2023-05-13T17:31:00+09:00,震源・震度情報,発表,1,2023-05-13T17:28:00+09:00,トカラ列島近海,798,+30.0+130.0-10000/,2.9,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230513173128_20230513172816_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513171900,20230513171634,2023-05-13T17:19:00+09:00,震源・震度情報,発表,1,2023-05-13T17:16:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,3.1,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513171900_20230513171634_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513170539,20230513170316,2023-05-13T17:05:00+09:00,震源・震度情報,発表,1,2023-05-13T17:03:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.0,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513170539_20230513170316_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513165639,20230513165350,2023-05-13T16:56:00+09:00,震源・震度情報,発表,1,2023-05-13T16:54:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.3,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513165639_20230513165350_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513165043,20230513164835,2023-05-13T16:50:00+09:00,震源・震度情報,発表,1,2023-05-13T16:48:00+09:00,山梨県東部・富士五湖,412,+35.5+139.0-20000/,2.8,1,"[{'code': '19', 'maxi': '1', 'city': [{'code': '1943000', 'maxi': '1'}]}]",20230513165043_20230513164835_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Eastern Region · Fuji Five Lakes, Yamanashi Prefecture"
20230513163752,20230513163455,2023-05-13T16:37:00+09:00,震源・震度情報,発表,1,2023-05-13T16:35:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.4,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513163752_20230513163455_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513163551,20230513163158,2023-05-13T16:35:00+09:00,震源・震度情報,発表,1,2023-05-13T16:31:00+09:00,トカラ列島近海,798,+30.0+130.0-10000/,2.0,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513163551_20230513163158_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513162309,20230513162013,2023-05-13T16:23:00+09:00,震源・震度情報,発表,1,2023-05-13T16:20:00+09:00,トカラ列島近海,798,+29.9+129.9-20000/,2.8,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230513162309_20230513162013_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513161953,20230513161650,2023-05-13T16:19:00+09:00,震源・震度情報,発表,1,2023-05-13T16:16:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,2.8,2,"[{'code': '46', 'maxi': '2', 'city': [{'code': '4630400', 'maxi': '2'}]}]",20230513161953_20230513161650_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513161751,20230513161453,2023-05-13T16:17:00+09:00,震源・震度情報,発表,1,2023-05-13T16:14:00+09:00,トカラ列島近海,798,+29.9+130.0-20000/,3.4,3,"[{'code': '46', 'maxi': '3', 'city': [{'code': '4630400', 'maxi': '3'}]}]",20230513161751_20230513161453_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513161452,20230513161031,2023-05-13T16:14:00+09:00,震源・震度情報,発表,1,2023-05-13T16:10:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,5.1,5-,"[{'code': '46', 'maxi': '5-', 'city': [{'code': '4630400', 'maxi': '5-'}, {'code': '4650500', 'maxi': '3'}, {'code': '4650200', 'maxi': '2'}, {'code': '4621300', 'maxi': '1'}, {'code': '4630300', 'maxi': '1'}, {'code': '4650100', 'maxi': '1'}, {'code': '4622200', 'maxi': '2'}, {'code': '4622000', 'maxi': '1'}, {'code': '4620300', 'maxi': '1'}, {'code': '4649000', 'maxi': '1'}]}]",20230513161452_20230513161031_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513161352,20230513161031,2023-05-13T16:13:00+09:00,震源に関する情報,発表,0,2023-05-13T16:10:00+09:00,トカラ列島近海,798,+29.9+130.0-10000/,5.1,,[],20230513161352_20230513161031_VXSE52_0.json,Earthquake Information,Adjacent Sea of Tokara Islands
20230513161301,20230513161031,2023-05-13T16:13:00+09:00,震度速報,発表,0,2023-05-13T16:10:00+09:00,,,,,5-,"[{'code': '46', 'maxi': '5-', 'city': []}]",20230513161301_20230513161031_VXSE51_0.json,Seismic Intensity Information,
20230513161201,20230513161031,2023-05-13T16:12:00+09:00,震度速報,発表,0,2023-05-13T16:10:00+09:00,,,,,5-,"[{'code': '46', 'maxi': '5-', 'city': []}]",20230513161201_20230513161031_VXSE51_0.json,Seismic Intensity Information,
20230513052832,20230513052548,2023-05-13T05:28:00+09:00,震源・震度情報,発表,1,2023-05-13T05:25:00+09:00,能登半島沖,495,+37.6+137.3-10000/,3.1,1,"[{'code': '17', 'maxi': '1', 'city': [{'code': '1720500', 'maxi': '1'}]}]",20230513052832_20230513052548_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Off the Coast of Noto Peninsula
20230513004011,20230513003711,2023-05-13T00:40:00+09:00,震源・震度情報,発表,1,2023-05-13T00:37:00+09:00,トカラ列島近海,798,+30.0+130.0-10000/,2.5,1,"[{'code': '46', 'maxi': '1', 'city': [{'code': '4630400', 'maxi': '1'}]}]",20230513004011_20230513003711_VXSE5k_1.json,Earthquake and Seismic Intensity Information,Adjacent Sea of Tokara Islands
20230513003520,20230513003231,2023-05-13T00:35:00+09:00,震源・震度情報,発表,1,2023-05-13T00:32:00+09:00,愛媛県南予,622,+33.5+132.4-40000/,3.1,1,"[{'code': '38', 'maxi': '1', 'city': [{'code': '3820300', 'maxi': '1'}, {'code': '3820700', 'maxi': '1'}, {'code': '3844200', 'maxi': '1'}]}]",20230513003520_20230513003231_VXSE5k_1.json,Earthquake and Seismic Intensity Information,"Nanyo,  Ehime Prefecture"
20230512215426,20230512214514,2023-05-12T21:54:00+09:00,震源・震度情報,発表,2,2023-05-12T21:45:00+09:00,愛媛県南予,622,+33.5+132.4-40000/,4.2,3,"[{'code': '38', 'maxi': '3', 'city': [{'code': '3838600', 'maxi': '3'}, {'code': '3820100', 'maxi': '2'}, {'code': '3821500', 'maxi': '2'}, {'code': '3821000', 'maxi': '1'}, {'code': '3840200', 'maxi': '1'}, {'code': '3820700', 'maxi': '3'}, {'code': '3820300', 'maxi': '2'}, {'code': '3820400', 'maxi': '2'}, {'code': '3821400', 'maxi': '2'}, {'code': '3842200', 'maxi': '2'}, {'code': '3844200', 'maxi': '2'}, {'code': '3850600', 'maxi': '2'}, {'code': '3848400', 'maxi': '1'}, {'code': '3848800', 'maxi': '1'}, {'code': '3820200', 'maxi': '2'}, {'code': '3820600', 'maxi': '2'}, {'code': '3835600', 'maxi': '2'}, {'code': '3820500', 'maxi': '1'}, {'code': '3821300', 'maxi': '1'}]}, {'code': '32', 'maxi': '2', 'city': [{'code': '3244100', 'maxi': '2'}, {'code': '3220200', 'maxi': '1'}, {'code': '3220400', 'maxi': '1'}, {'code': '3244800', 'maxi': '1'}, {'code': '3244900', 'maxi': '1'}, {'code': '3220900', 'maxi': '1'}]}, {'code': '34', 'maxi': '2', 'city': [{'code': '3420200', 'maxi': '2'}, {'code': '3421200', 'maxi': '2'}, {'code': '3421500', 'maxi': '2'}, {'code': '3410100', 'maxi': '1'}, {'code': '3410300', 'maxi': '1'}, {'code': '3410400', 'maxi': '1'}, {'code': '3410500', 'maxi': '1'}, {'code': '3410600', 'maxi': '1'}, {'code': '3410700', 'maxi': '1'}, {'code': '3410800', 'maxi': '1'}, {'code': '3420300', 'maxi': '1'}, {'code': '3421100', 'maxi': '1'}, {'code': '3421300', 'maxi': '1'}, {'code': '3430200', 'maxi': '1'}, {'code': '3430400', 'maxi': '1'}, {'code': '3430700', 'maxi': '1'}, {'code': '3430900', 'maxi': '1'}, {'code': '3443100', 'maxi': '1'}, {'code': '3420900', 'maxi': '1'}, {'code': '3421400', 'maxi': '1'}, {'code': '3436800', 'maxi': '1'}, {'code': '3436900', 'maxi': '1'}, {'code': '3420400', 'maxi': '1'}, {'code': '3420500', 'maxi': '1'}, {'code': '3420700', 'maxi': '1'}, {'code': '3446200', 'maxi': '1'}, {'code': '3454500', 'maxi': '1'}]}, {'code': '35', 'maxi': '2', 'city': [{'code': '3520800', 'maxi': '2'}, {'code': '3521000', 'maxi': '1'}, {'code': '3521200', 'maxi': '1'}, {'code': '3530500', 'maxi': '1'}, {'code': '3534300', 'maxi': '1'}, {'code': '3534400', 'maxi': '1'}, {'code': '3520300', 'maxi': '1'}, {'code': '3520600', 'maxi': '1'}]}, {'code': '39', 'maxi': '2', 'city': [{'code': '3920800', 'maxi': '2'}, {'code': '3921000', 'maxi': '1'}, {'code': '3940500', 'maxi': '1'}, {'code': '3941100', 'maxi': '1'}, {'code': '3941200', 'maxi': '1'}, {'code': '3942800', 'maxi': '1'}, {'code': '3920300', 'maxi': '1'}, {'code': '3920100', 'maxi': '1'}, {'code': '3920500', 'maxi': '1'}, {'code': '3920600', 'maxi': '1'}, {'code': '3921100', 'maxi': '1'}, {'code': '3936300', 'maxi': '1'}, {'code': '3936400', 'maxi': '1'}, {'code': '3938600', 'maxi': '1'}, {'code': '3938700', 'maxi': '1'}, {'code': '3940200', 'maxi': '1'}, {'code': '3941000', 'maxi': '1'}]}, {'code': '33', 'maxi': '1', 'city': [{'code': '3321400', 'maxi': '1'}, {'code': '3320200', 'maxi': '1'}, {'code': '3320400', 'maxi': '1'}, {'code': '3344500', 'maxi': '1'}]}, {'code': '36', 'maxi': '1', 'city': [{'code': '3646800', 'maxi': '1'}]}, {'code': '37', 'maxi': '1', 'city': [{'code': '3720100', 'maxi': '1'}, {'code': '3720700', 'maxi': '1'}, {'code': '3720500', 'maxi': '1'}]}, {'code': '43', 'maxi': '1', 'city': [{'code': '4342800', 'maxi': '1'}]}, {'code': '44', 'maxi': '1', 'city': [{'code': '4421400', 'maxi': '1'}, {'code': '4420100', 'maxi': '1'}, {'code': '4420600', 'maxi': '1'}, {'code': '4420500', 'maxi': '1'}, {'code': '4420800', 'maxi': '1'}]}, {'code': '45', 'maxi': '1', 'city': [{'code': '4520300', 'maxi': '1'}, {'code': '4544100', 'maxi': '1'}]}]",20230512215426_20230512214514_VXSE5k_2.json,Earthquake and Seismic Intensity Information,"Nanyo,  Ehime Prefecture"
